id,title_short,decision,reason_code,confidence,rationale,revisado_manualmente,color_numbers
983,The profiled parameter estimation method for dynamic systems applied to the calibration of dynamic c,include,none,media,Estimacion de parametros perfilados para modelos dinamicos de cultivos,no,
984,Validation of Vehicle-Based Injury Severity Prediction Using Crash Telemetry Data,exclude,I1,media,"Validacion de prediccion de severidad de lesiones, sin lenguaje de FDA",no,
985,Hemodynamic and inotropic effects of milrinone after heart transplantation in the setting of recipie,exclude,I1,media,"Estudio clinico farmacologico cardiaco, sin conexion plausible a FDA",no,
986,A comparison of clustering approaches for the study of the temporal coherence of multiple time serie,include,none,alta,"Comparacion de clustering funcional vs otros enfoques, tema comparativo C4",no,
987,Estimation of Sq variation by means of multiresolution and principal component analyses,include,none,media,"Estimacion de variacion Sq via multirresolucion y PCA, relacion a wavelets",no,
988,Criteria and methods of selection of bases and their impact in functional data analysis. Some exampl,include,none,alta,"Criterios y metodos de seleccion de bases y su impacto en FDA, PR1/PR2/PR3 directo",no,
989,A Reinforcement Learning Method Using Multifunctional Principal Component Analysis for Human-Like Gr,include,none,baja,"RL con PCA multifuncional para agarre robotico, posible falso positivo",no,
990,Distance of mean embedding for testing independence of functional data,include,none,media,Distancia de embedding medio para test de independencia de datos funcionales,no,
991,A preliminary investigation to determine the suitability of pigs as human analogues for post-mortem ,exclude,I1,media,"Estudio forense en cerdos, sin indicio de FDA en el titulo",no,
992,Functional regression: A new model for predicting market penetration of new products,include,none,alta,"Regresion funcional para penetracion de mercado, aplicacion economica directa",no,
993,Supervised Functional Data Discriminant Analysis for Hyperspectral Image Classification,include,none,media,Analisis discriminante FDA supervisado para clasificacion hiperespectral,no,
994,Anatomical mapping and quantitative functional analysis of lower limb lymphatic flow in normal cynom,exclude,I1,media,"Estudio descriptivo de linfografia veterinaria, sin lenguaje de FDA",no,
995,Functional data geometric morphometrics with machine learning for craniodental shape classification ,include,none,media,Morfometria geometrica funcional con ML para clasificacion craneodental,no,
996,Comparison of functional and discrete data analysis regimes for Raman spectra,include,none,alta,Comparacion de regimen funcional vs discreto para espectros Raman,no,
997,CFRP Wing Skin Damage Positioning Via Multimodal Signal Processing and Bayesian-enhanced Deep Stocha,exclude,I1,media,"Deteccion de dano estructural aeroespacial, sin indicio de FDA en titulo",no,
998,Quantifying subpopulation differences for a lack of invariance using complex examinee profiles: An e,include,none,baja,"Enfoque multigrupo exploratorio via FDA en perfiles de examinados, posible E4",no,
999,Association of the HALP score with baseline and incident physical-cognitive comorbidity and mortalit,exclude,I1,media,"Estudio de cohorte clinico (score HALP), sin lenguaje de FDA",no,
1000,Functional data analysis for gait curves study in Parkinson's disease,include,none,baja,FDA aplicado a marcha/Parkinson; sin resumen para verificar discusion de base,no,
1001,BOLD responses to visual stimulation in survivors of childhood cancer,exclude,I1,alta,Titulo sin terminos FDA/base/wavelet/spline visibles; neuroimagen sin conexion aparente,si,verde
1002,FPCA-RBF-ELM-Based Gearbox Fault Detection Method,include,none,baja,"FPCA explicito en titulo; deteccion de fallas en engranajes, sin resumen",no,
1003,Continuous visual field motion impacts the postural responses of older and younger women during and ,exclude,E1,alta,"fPCA usado como herramienta accesoria en biomecanica, sin discutir base/representacion",no,
1004,Functional extreme rainfall data in Petaling Jaya,include,none,baja,Titulo sugiere FDA aplicado a lluvia extrema; sin resumen,no,
1005,Forensically useful mid-term and short-term temperature reconstruction for quasi-indoor death scenes,exclude,E4,media,"FDA/Fourier usado en reconstruccion forense, sin comparar familias de base",no,
1006,Green electrochemical approach for simultaneous quantification of Dapoxetine hydrochloride and Tadal,include,none,baja,"FPCA explicito en titulo, quimica analitica; sin resumen",no,
1007,Characterization of porcine skin as a model for human skin studies using infrared spectroscopic imag,exclude,I1,alta,Sin terminos FDA/base visibles; espectroscopia de piel,si,verde
1008,Estimating tissue deformation between functional images induced by intracranial electrode implantati,exclude,I1,alta,"'Functional images' = fMRI, no FDA estadistico; registro con splines generico",si,verde
1009,Forecasts of COPD mortality in Australia: 2006-2025,include,none,media,"Series temporales funcionales con funciones base explicitas, aplicado a mortalidad",no,
1010,Elastic registration of functional MRI data to sensorimotor cortex,exclude,I1,alta,"fMRI (imagenes funcionales), no FDA estadistico",si,verde
1011,Feature extraction of auto insurance size of loss data using functional principal component analysis,include,none,media,FPCA aplicado a datos financieros de seguros (perdidas),no,
1012,Parametric and Semiparametric Approaches to Analyzing Device-Based Measures of Energy Expenditure in,include,none,media,"Compara modelo B-spline semiparametrico vs parametrico, aplicado a fisiologia",no,
1013,Elastic registration of fMRI data using Bézier-spline transformations,exclude,I1,alta,"fMRI + registro spline generico, sin FDA estadistico",si,verde
1014,Reorientation to vertical modulated by combined support surface tilt and virtual visual flow in heal,include,none,alta,Aplicación de FDA en kinesiología. Posible discusión sobre elección de base.,si,amarillo
1015,Higher spatial resolution and sensitivity in whole brain functional MRI at 7T using 3D EPI accelerat,exclude,I1,alta,"Tecnica de adquisicion fMRI, sin contenido estadistico FDA",no,
1016,An Integrated Uncertainty Quantification Model for Longitudinal and Time-to-Event Data,exclude,E1,media,"FPCA como submodelo accesorio en prediccion de vida util, sin discutir base",no,
1017,Detrending phase drift: A preprocessing step to improve the effectiveness of the UNFOLD technique,exclude,I1,alta,"Tecnica fMRI (UNFOLD), sin contenido FDA estadistico",no,
1018,Association of cardiovascular events and lipoprotein particle size: Development of a risk score base,include,none,media,"Regresion con base de splines cubicos naturales y seleccion de suavidad, riesgo cardiovascular",no,
1019,Advanced machine learning algorithms for flood susceptibility modeling — performance comparison: Red,exclude,I1,alta,Aplicación secundaria de FDA. Sin términos PCA/base visibles; ML para inundaciones,si,verde
1020,Some Paradoxical Perspectives on Approaches and Structures in Functional Data Analysis,include,none,alta,"Paper metodologico FDA: polinomios de Bernstein + wavelets, modelo lineal funcional",no,
1021,Trunk and hip muscle activity in early walkers with and without cerebral palsy - A frequency analysi,exclude,E1,media,"FPCA como herramienta accesoria para comparar grupos EMG, sin discutir base",no,
1022,Multilayer Perceptron for Sparse Functional Data,include,none,alta,"Estimacion de funciones base para datos funcionales dispersos, metodologico",no,
1023,Gated blood pool tomography with Fourier analysis in diagnosis of arrhythmogenic right ventricular c,exclude,I1,alta,"Analisis de Fourier generico en cardiologia, sin frase FDA",si,verde
